REGION,STATE,CITY,POPULATION
Midwest,Michigan,"Inkster, MI",24453
Midwest,Nebraska,"Norfolk, NE",24434
Pacific,California,"Coronado, CA",24417
Midwest,Ohio,"Trotwood, OH",24386
South,Texas,"Denison, TX",24380
Midwest,Minnesota,"Rosemount, MN",24344
Pacific,California,"Seal Beach, CA",24326
Midwest,Iowa,"Fort Dodge, IA",24305
South,Florida,"Haines City, FL",24304
Northeast,New York,"Peekskill, NY",24272
South,Mississippi,"Ridgeland, MS",24266
South,Oklahoma,"Ponca City, OK",24220
Pacific,California,"Calabasas, CA",24202
Pacific,California,"Loma Linda, CA",24196
Midwest,Ohio,"Avon Lake, OH",24184
Midwest,Wisconsin,"Mequon, WI",24159
South,Florida,"Hialeah Gardens, FL",24156
Pacific,Oregon,"Forest Grove, OR",24141
South,Virginia,"Fairfax, VA",24097
Midwest,Illinois,"Freeport, IL",24091
Pacific,California,"Cudahy, CA",24076
Mountain,Utah,"Farmington, UT",24066
Pacific,Oregon,"Wilsonville, OR",24058
South,Mississippi,"Columbus, MS",24041
Pacific,California,"Dinuba, CA",24034
South,Mississippi,"Brandon, MS",23999
Midwest,Illinois,"Rolling Meadows, IL",23988
Midwest,Illinois,"Zion, IL",23952
Midwest,South Dakota,"Brookings, SD",23938
South,Arkansas,"Searcy, AR",23916
Pacific,California,"Barstow, CA",23916
Midwest,Ohio,"Marysville, OH",23912
Midwest,Nebraska,"North Platte, NE",23888
South,Florida,"Crestview, FL",23856
South,Georgia,"Decatur, GA",23832
South,Georgia,"Pooler, GA",23816
Midwest,Ohio,"Centerville, OH",23787
Midwest,Iowa,"Muscatine, IA",23782
Midwest,Minnesota,"Faribault, MN",23750
South,South Carolina,"Conway, SC",23714
South,Texas,"Corsicana, TX",23683
Midwest,Kansas,"Derby, KS",23673
Midwest,Wisconsin,"Watertown, WI",23655
South,Mississippi,"Oxford, MS",23639
Pacific,Oregon,"Newberg, OR",23609
South,Texas,"Benbrook, TX",23590
South,Florida,"Jacksonville Beach, FL",23518
South,Arkansas,"Van Buren, AR",23509
South,Alabama,"Pelham, AL",23493
South,Maryland,"Greenbelt, MD",23489
Midwest,Missouri,"Belton, MO",23480
Midwest,Ohio,"Wadsworth, OH",23476
Midwest,Michigan,"Romulus, MI",23457
Midwest,Illinois,"Loves Park, IL",23387
South,Texas,"Kerrville, TX",23386
South,Texas,"Converse, TX",23375
Midwest,Illinois,"Blue Island, IL",23361
Mountain,Wyoming,"Rock Springs, WY",23350
Pacific,Washington,"Camas, WA",23331
Pacific,Washington,"Moses Lake, WA",23328
Midwest,Michigan,"Auburn Hills, MI",23296
South,South Carolina,"Greenwood, SC",23262
Mountain,Montana,"Kalispell, MT",23212
South,Texas,"Marshall, TX",23195
Pacific,Washington,"Oak Harbor, WA",23187
South,Georgia,"Sugar Hill, GA",23180
Northeast,New York,"Kingston, NY",23169
Midwest,Minnesota,"Crystal, MN",23165
Pacific,California,"Oakdale, CA",23150
Pacific,California,"Laguna Beach, CA",23147
Midwest,Nebraska,"Columbus, NE",23128
Midwest,Minnesota,"Farmington, MN",23067
Midwest,Ohio,"Avon, OH",23054
Northeast,Maine,"Auburn, ME",23033
South,Florida,"Venice, FL",23020
South,Texas,"Saginaw, TX",23014
Midwest,Kansas,"Junction City, KS",22988
Pacific,Washington,"Tumwater, WA",22973
Midwest,Ohio,"Solon, OH",22962
Northeast,New Hampshire,"Keene, NH",22949
South,South Carolina,"North Augusta, SC",22930
Midwest,Missouri,"Webster Groves, MO",22886
Pacific,Washington,"Kenmore, WA",22867
Midwest,Ohio,"Willoughby, OH",22860
Midwest,Ohio,"Oxford, OH",22859
Midwest,Minnesota,"New Brighton, MN",22787
Pacific,California,"Lathrop, CA",22781
South,Georgia,"Griffin, GA",22770
Midwest,Illinois,"East Peoria, IL",22739
Midwest,Minnesota,"Hastings, MN",22722
Pacific,California,"Millbrae, CA",22718
South,Georgia,"Acworth, GA",22698
South,Florida,"Leesburg, FL",22689
South,Virginia,"Hopewell, VA",22621
South,Oklahoma,"Jenks, OK",22578
South,Kentucky,"Radcliff, KY",22576
South,Mississippi,"Vicksburg, MS",22489
South,Oklahoma,"Duncan, OK",22484
Midwest,Ohio,"Maple Heights, OH",22400
South,Florida,"Edgewater, FL",22399
Midwest,Kansas,"Prairie Village, KS",22368
South,Florida,"Sunny Isles Beach, FL",22348
Pacific,California,"Port Hueneme, CA",22327
South,Virginia,"Waynesboro, VA",22327
Northeast,New Jersey,"Summit, NJ",22323
Pacific,Oregon,"Roseburg, OR",22321
Midwest,Ohio,"Hudson, OH",22245
South,Louisiana,"Ruston, LA",22234
Midwest,North Dakota,"Mandan, ND",22228
Midwest,South Dakota,"Watertown, SD",22222
Midwest,North Dakota,"Dickinson, ND",22186
Pacific,California,"Marina, CA",22145
Pacific,California,"Patterson, CA",22124
Midwest,Indiana,"Greenfield, IN",22094
South,Florida,"West Melbourne, FL",22089
South,South Carolina,"Simpsonville, SC",22072
Northeast,Pennsylvania,"New Castle, PA",22069
Midwest,Illinois,"Darien, IL",22061
Midwest,Illinois,"Geneva, IL",22010
Pacific,California,"South Lake Tahoe, CA",21978
Mountain,Utah,"Clinton, UT",21971
Mountain,New Mexico,"Gallup, NM",21960
South,Florida,"Naples, FL",21948
South,Florida,"Fort Walton Beach, FL",21895
Pacific,California,"Corcoran, CA",21835
South,Alabama,"Trussville, AL",21827
South,Oklahoma,"Del City, OK",21798
Northeast,New Hampshire,"Portsmouth, NH",21796
Midwest,Ohio,"Alliance, OH",21791
South,Alabama,"Anniston, AL",21770
Pacific,California,"Duarte, CA",21757
Midwest,Michigan,"Hamtramck, MI",21752
South,Texas,"Belton, TX",21734
South,Mississippi,"Pascagoula, MS",21733
South,Alabama,"Prichard, AL",21732
Midwest,Indiana,"La Porte, IN",21681
Midwest,Ohio,"South Euclid, OH",21598
Midwest,Kansas,"Gardner, KS",21583
Midwest,Missouri,"Sedalia, MO",21568
Midwest,Iowa,"Johnston, IA",21562
South,Tennessee,"Shelbyville, TN",21532
Midwest,Minnesota,"Golden Valley, MN",21520
Midwest,Ohio,"Chillicothe, OH",21499
Northeast,Maine,"Biddeford, ME",21488
Midwest,Ohio,"Perrysburg, OH",21482
Pacific,Washington,"Mukilteo, WA",21469
Midwest,Minnesota,"Lino Lakes, MN",21407
South,Alabama,"Albertville, AL",21392
South,Georgia,"Union City, GA",21370
Pacific,Oregon,"Klamath Falls, OR",21359
Pacific,Washington,"Mountlake Terrace, WA",21337
Midwest,Missouri,"Nixa, MO",21321
Pacific,California,"Arvin, CA",21270
South,Oklahoma,"Mustang, OK",21222
Pacific,Oregon,"Happy Valley, OR",21196
South,Alabama,"Oxford, AL",21180
Midwest,Illinois,"Crest Hill, IL",21175
Midwest,Missouri,"Raymore, MO",21167
South,Texas,"Corinth, TX",21152
Midwest,Michigan,"Birmingham, MI",21142
Mountain,Colorado,"Louisville, CO",21128
South,Tennessee,"East Ridge, TN",21118
Pacific,Oregon,"Ashland, OR",21117
Midwest,Missouri,"Arnold, MO",21113
Midwest,Illinois,"East Moline, IL",21109
Midwest,Michigan,"Ypsilanti, MI",21076
Midwest,Minnesota,"New Hope, MN",21063
South,South Carolina,"Easley, SC",21053
South,North Carolina,"Lumberton, NC",21040
South,Florida,"Sweetwater, FL",21028
Northeast,Maine,"Sanford, ME",21028
Midwest,Illinois,"Charleston, IL",20996
Midwest,Wisconsin,"South Milwaukee, WI",20988
Pacific,California,"South El Monte, CA",20987
Midwest,Ohio,"Piqua, OH",20987
South,Georgia,"Cartersville, GA",20978
South,Alabama,"Fairhope, AL",20935
South,Florida,"Lynn Haven, FL",20922
Pacific,Washington,"Covington, WA",20916
Midwest,Iowa,"Coralville, IA",20881
Midwest,Kansas,"Hays, KS",20845
South,Oklahoma,"Sapulpa, OK",20843
Pacific,Washington,"Mill Creek, WA",20832
South,Florida,"Eustis, FL",20827
Pacific,Oregon,"Milwaukie, OR",20801
South,Texas,"Stephenville, TX",20797
South,Florida,"DeBary, FL",20784
South,Texas,"Plainview, TX",20767
Northeast,New Jersey,"Pleasantville, NJ",20732
Midwest,Missouri,"Ferguson, MO",20728
Pacific,California,"Lomita, CA",20707
Pacific,California,"Agoura Hills, CA",20692
Midwest,Michigan,"Adrian, MI",20689
Pacific,Washington,"Bonney Lake, WA",20675
South,Texas,"Murphy, TX",20673
South,Kentucky,"Ashland, KY",20669
Midwest,Iowa,"Waukee, IA",20649
Northeast,Massachusetts,"Gardner, MA",20640
Midwest,Michigan,"Marquette, MI",20629
Midwest,Ohio,"Lebanon, OH",20622
Midwest,Ohio,"Sidney, OH",20614
Pacific,Washington,"Battle Ground, WA",20576
Mountain,Colorado,"Golden, CO",20571
Northeast,New York,"Lockport, NY",20569
South,Texas,"Universal City, TX",20532
South,North Carolina,"Kinston, NC",20509
Mountain,Utah,"North Salt Lake, UT",20507
South,Louisiana,"Hammond, LA",20480
Midwest,Minnesota,"Northfield, MN",20474
Mountain,Colorado,"Evans, CO",20470
Midwest,Ohio,"Ashland, OH",20455
Mountain,Nevada,"Elko, NV",20451
Midwest,Ohio,"Portsmouth, OH",20443
Pacific,California,"La Ca�ada Flintridge, CA",20413
Midwest,Ohio,"Pickerington, OH",20402
South,Alabama,"Mountain Brook, AL",20381
South,Texas,"Dickinson, TX",20359
South,Texas,"Forney, TX",20336
Pacific,Washington,"Ellensburg, WA",20326
Midwest,Missouri,"Rolla, MO",20293
South,Louisiana,"Sulphur, LA",20278
Midwest,Minnesota,"Columbia Heights, MN",20254
Pacific,California,"American Canyon, CA",20247
Midwest,Minnesota,"South St. Paul, MN",20242
Midwest,Kansas,"Pittsburg, KS",20216
Midwest,Ohio,"Rocky River, OH",20216
Pacific,California,"Dixon, CA",20202
South,Arkansas,"Bryant, AR",20194
Midwest,Missouri,"Warrensburg, MO",20168
Pacific,Washington,"Tukwila, WA",20144
Pacific,California,"Albany, CA",20143
Mountain,Arizona,"Nogales, AZ",20076
Midwest,Michigan,"Ferndale, MI",20070
Midwest,Ohio,"Parma Heights, OH",20053
South,North Carolina,"Shelby, NC",20018
South,North Carolina,"Havelock, NC",20008
Midwest,Ohio,"Miamisburg, OH",19985
Midwest,Ohio,"Oregon, OH",19973
South,Oklahoma,"Sand Springs, OK",19909
Midwest,Missouri,"Ozark, MO",19905
Mountain,Utah,"Payson, UT",19892
Midwest,Minnesota,"Forest Lake, MN",19879
Midwest,Michigan,"Monroe, MI",19875
Pacific,Washington,"Port Angeles, WA",19872
Midwest,Ohio,"Norwood, OH",19870
Mountain,Nevada,"Fernley, NV",19863
Midwest,Kansas,"Liberal, KS",19826
South,Georgia,"Forest Park, GA",19823
Midwest,Ohio,"Painesville, OH",19813
Midwest,Minnesota,"West St. Paul, MN",19767
South,Florida,"Punta Gorda, FL",19761
South,Georgia,"Snellville, GA",19738
Pacific,California,"Orinda, CA",19730
Pacific,California,"Hermosa Beach, CA",19708
South,Maryland,"Cumberland, MD",19707
Northeast,New York,"Plattsburgh, NY",19696
South,Texas,"Alamo, TX",19679
South,Florida,"Belle Glade, FL",19666
Midwest,Wisconsin,"Middleton, WI",19660
Northeast,Pennsylvania,"Johnstown, PA",19643
Pacific,California,"Blythe, CA",19630
Midwest,Minnesota,"Willmar, MN",19628
Midwest,Illinois,"Lake Forest, IL",19612
Pacific,California,"Shafter, CA",19608
South,Florida,"Bartow, FL",19597
South,Texas,"Horizon City, TX",19562
South,Georgia,"Suwanee, GA",19549
South,Texas,"Angleton, TX",19544
Midwest,Nebraska,"Papillion, NE",19539
Northeast,Maine,"Saco, ME",19485
Midwest,Indiana,"Seymour, IN",19480
Pacific,Oregon,"Sherwood, OR",19467
Mountain,Utah,"North Ogden, UT",19465
South,Oklahoma,"Bethany, OK",19402
Midwest,Illinois,"Yorkville, IL",19388
Midwest,Minnesota,"Stillwater, MN",19368
Pacific,California,"Pinole, CA",19364
Northeast,Rhode Island,"Central Falls, RI",19359
Mountain,Colorado,"Montrose, CO",19305
South,Texas,"Ennis, TX",19261
Northeast,Pennsylvania,"McKeesport, PA",19245
South,Tennessee,"Tullahoma, TN",19229
Midwest,Ohio,"Broadview Heights, OH",19227
Pacific,Washington,"Arlington, WA",19212
Mountain,Idaho,"Kuna, ID",19200
South,Kentucky,"Murray, KY",19200
Mountain,Utah,"Brigham City, UT",19182
Mountain,Arizona,"Eloy, AZ",19168
Northeast,Vermont,"South Burlington, VT",19141
Pacific,California,"Oroville, CA",19121
South,Alabama,"Helena, AL",19072
South,Texas,"Orange, TX",19072
Midwest,Indiana,"Shelbyville, IN",19070
South,Kentucky,"Madisonville, KY",19067
South,Alabama,"Troy, AL",19037
Midwest,Ohio,"Twinsburg, OH",18959
Mountain,Utah,"Highland, UT",18957
South,Texas,"Alice, TX",18949
South,Oklahoma,"El Reno, OK",18948
Midwest,Ohio,"Sylvania, OH",18941
Midwest,Ohio,"Whitehall, OH",18913
Midwest,Kansas,"Newton, KS",18869
Midwest,Ohio,"Berea, OH",18850
South,Oklahoma,"Altus, OK",18849
South,Kentucky,"Erlanger, KY",18840
South,Texas,"Brownwood, TX",18831
Northeast,Connecticut,"Ansonia, CT",18813
Midwest,Iowa,"North Liberty, IA",18813
South,Texas,"Bellaire, TX",18797
Pacific,Washington,"Monroe, WA",18789
South,North Carolina,"Lexington, NC",18775
Northeast,Maine,"Westbrook, ME",18730
South,Oklahoma,"Claremore, OK",18729
Midwest,Wisconsin,"Onalaska, WI",18712
Midwest,Missouri,"Creve Coeur, MO",18702
Midwest,Iowa,"Altoona, IA",18699
Northeast,New York,"Cortland, NY",18698
Midwest,Ohio,"Forest Park, OH",18690
South,West Virginia,"Weirton, WV",18685
Midwest,Ohio,"Mayfield Heights, OH",18682
Midwest,Minnesota,"Hopkins, MN",18678
Midwest,Ohio,"Brook Park, OH",18626
Northeast,Massachusetts,"Winthrop Town, MA",18625
Midwest,Ohio,"Springboro, OH",18610
Northeast,Maine,"Augusta, ME",18594
South,Maryland,"Westminster, MD",18593
South,Florida,"Seminole, FL",18576
South,Georgia,"Milledgeville, GA",18575
Pacific,California,"Chowchilla, CA",18558
Mountain,Nevada,"Mesquite, NV",18541
South,Florida,"Cocoa, FL",18532
South,Georgia,"Thomasville, GA",18515
South,Mississippi,"Gautier, MS",18512
South,Mississippi,"Laurel, MS",18493
South,Kentucky,"Winchester, KY",18486
Midwest,Ohio,"Niles, OH",18473
South,West Virginia,"Fairmont, WV",18467
Mountain,Colorado,"Durango, CO",18465
Midwest,Illinois,"Jacksonville, IL",18454
Midwest,Missouri,"Farmington, MO",18425
Midwest,Wisconsin,"Marshfield, WI",18405
South,Alabama,"Selma, AL",18370
South,Maryland,"Hyattsville, MD",18333
South,Texas,"Stafford, TX",18315
Pacific,California,"Rancho Mirage, CA",18306
South,Texas,"Palestine, TX",18306
South,Alabama,"Foley, AL",18288
South,Texas,"Katy, TX",18282
Midwest,Wisconsin,"Cudahy, WI",18282
Midwest,Illinois,"Macomb, IL",18267
Midwest,Michigan,"Trenton, MI",18255
Pacific,Oregon,"Central Point, OR",18234
South,Arkansas,"Maumelle, AR",18214
Midwest,Illinois,"Ottawa, IL",18180
Midwest,Ohio,"Eastlake, OH",18172
Midwest,Ohio,"Ashtabula, OH",18144
South,Kentucky,"St. Matthews, KY",18139
Pacific,California,"Arroyo Grande, CA",18123
Midwest,Missouri,"Manchester, MO",18112
Northeast,Massachusetts,"Newburyport, MA",18060
South,Louisiana,"Natchitoches, LA",18048
South,Oklahoma,"McAlester, OK",18044
South,Arkansas,"El Dorado, AR",18030
Midwest,Illinois,"Sycamore, IL",18022
South,Georgia,"St. Marys, GA",18019
Midwest,Ohio,"Steubenville, OH",18003
Pacific,California,"Arcata, CA",18000
Pacific,California,"Santa Fe Springs, CA",17980
South,North Carolina,"Lenoir, NC",17943
South,Louisiana,"Gretna, LA",17935
Northeast,New York,"Lackawanna, NY",17934
South,Florida,"Marco Island, FL",17904
Midwest,Illinois,"Mattoon, IL",17886
South,Maryland,"Takoma Park, MD",17885
Mountain,Wyoming,"Sheridan, WY",17860
South,Florida,"Safety Harbor, FL",17844
Northeast,New York,"Amsterdam, NY",17844
South,Texas,"Terrell, TX",17842
South,Virginia,"Colonial Heights, VA",17830
South,Texas,"White Settlement, TX",17828
Midwest,Wisconsin,"Wisconsin Rapids, WI",17806
South,Georgia,"Fayetteville, GA",17802
South,Oklahoma,"Durant, OK",17764
Midwest,Illinois,"Marion, IL",17762
Pacific,Oregon,"Canby, OR",17759
South,North Carolina,"Elizabeth City, NC",17756
Midwest,Indiana,"Logansport, IN",17755
Midwest,Minnesota,"Sartell, MN",17752
Midwest,Wisconsin,"Menasha, WI",17748
Midwest,Indiana,"Vincennes, IN",17729
Midwest,Minnesota,"Albert Lea, MN",17703
South,Mississippi,"Ocean Springs, MS",17682
South,Virginia,"Radford, VA",17658
Mountain,Utah,"Centerville, UT",17657
Midwest,Missouri,"Hannibal, MO",17590
Midwest,Minnesota,"St. Michael, MN",17565
South,Florida,"Maitland, FL",17554
Midwest,Ohio,"Tallmadge, OH",17552
Pacific,California,"Imperial, CA",17550
Midwest,Ohio,"Tiffin, OH",17546
South,Texas,"South Houston, TX",17543
South,Louisiana,"Zachary, LA",17538
Midwest,Missouri,"Kirksville, MO",17536
South,Texas,"Bay City, TX",17528
Midwest,Minnesota,"Anoka, MN",17522
Pacific,California,"Greenfield, CA",17517
South,Texas,"Nederland, TX",17491
South,Texas,"Pampa, TX",17475
Northeast,New York,"Oswego, NY",17465
Northeast,Massachusetts,"Amesbury Town, MA",17457
Northeast,Massachusetts,"Greenfield Town, MA",17442
Pacific,Oregon,"Hermiston, OR",17428
Midwest,Ohio,"New Philadelphia, OH",17424
South,West Virginia,"Martinsburg, WV",17404
Midwest,Illinois,"Palos Hills, IL",17358
Midwest,Indiana,"New Castle, IN",17351
Midwest,Ohio,"North Canton, OH",17290
South,Texas,"Portland, TX",17287
South,Oklahoma,"Ada, OK",17280
South,Texas,"Alton, TX",17278
South,South Carolina,"West Columbia, SC",17265
Pacific,Washington,"Centralia, WA",17216
Midwest,Ohio,"East Cleveland, OH",17187
Midwest,Iowa,"Clive, IA",17172
Mountain,Utah,"Hurricane, UT",17135
Midwest,Nebraska,"La Vista, NE",17116
Mountain,Utah,"South Ogden, UT",17101
Midwest,Indiana,"Huntington, IN",17084
South,Georgia,"Kingsland, GA",17077
Midwest,Missouri,"Poplar Bluff, MO",17070
Mountain,New Mexico,"Sunland Park, NM",17061
South,Texas,"Taylor, TX",16982
Pacific,Washington,"Anacortes, WA",16953
South,Texas,"Brenham, TX",16951
Midwest,Michigan,"Wayne, MI",16947
South,Florida,"Vero Beach, FL",16919
Northeast,Massachusetts,"Southbridge Town, MA",16911
Pacific,California,"Artesia, CA",16904
Pacific,Oregon,"Lebanon, OR",16878
Northeast,New York,"Cohoes, NY",16875
South,Tennessee,"Goodlettsville, TN",16867
South,Florida,"Tavares, FL",16865
Pacific,California,"El Segundo, CA",16853
South,Georgia,"Norcross, GA",16845
South,Arkansas,"Siloam Springs, AR",16842
South,Tennessee,"Springfield, TN",16838
Midwest,Ohio,"Norwalk, OH",16824
Midwest,Illinois,"Washington, IL",16811
Midwest,Missouri,"Clayton, MO",16805
South,Virginia,"Bristol, VA",16790
Pacific,California,"Coalinga, CA",16766
South,Texas,"La Marque, TX",16766
Midwest,Minnesota,"Otsego, MN",16755
South,Oklahoma,"Tahlequah, OK",16736
South,Kentucky,"Danville, KY",16735
South,Texas,"Mercedes, TX",16734
South,Georgia,"Tifton, GA",16733
Midwest,Wisconsin,"Oconomowoc, WI",16717
South,Tennessee,"Sevierville, TN",16716
South,Texas,"Seagoville, TX",16715
Midwest,Ohio,"Defiance, OH",16687
South,Georgia,"Perry, GA",16684
Pacific,Oregon,"Pendleton, OR",16677
Midwest,Ohio,"Mount Vernon, OH",16659
South,South Carolina,"Clemson, SC",16649
South,Texas,"Donna, TX",16638
Northeast,Maine,"Waterville, ME",16600
South,Virginia,"Manassas Park, VA",16591
Midwest,Illinois,"Fairview Heights, IL",16588
South,Texas,"Highland Village, TX",16587
Midwest,Illinois,"Country Club Hills, IL",16564
Pacific,Oregon,"Troutdale, OR",16554
South,Florida,"Stuart, FL",16543
Mountain,Colorado,"Ca�on City, CO",16539
Midwest,Minnesota,"Ham Lake, MN",16528
South,North Carolina,"Morganton, NC",16519
Midwest,Michigan,"Hazel Park, MI",16489
South,Florida,"Opa-locka, FL",16479
South,Florida,"Lake Mary, FL",16474
South,Tennessee,"Dyersburg, TN",16473
Northeast,New Hampshire,"Laconia, NH",16464
Pacific,Washington,"Aberdeen, WA",16462
South,Georgia,"Riverdale, GA",16439
Midwest,Wisconsin,"Menomonie, WI",16429
South,Texas,"Gainesville, TX",16419
South,Georgia,"Calhoun, GA",16414
Midwest,Minnesota,"Red Wing, MN",16412
Pacific,Washington,"Sunnyside, WA",16407
South,West Virginia,"Beckley, WV",16404
Midwest,Wisconsin,"Beaver Dam, WI",16369
Midwest,Ohio,"Streetsboro, OH",16365
South,Louisiana,"Opelousas, LA",16323
South,Alabama,"Center Point, AL",16313
Midwest,Michigan,"Mount Clemens, MI",16312
South,South Carolina,"North Myrtle Beach, SC",16310
Pacific,Oregon,"Dallas, OR",16301
South,Texas,"Uvalde, TX",16298
Pacific,Oregon,"Coos Bay, OR",16295
Midwest,Missouri,"Republic, MO",16294
Midwest,Ohio,"Fairview Park, OH",16292
South,Georgia,"Brunswick, GA",16287
South,Oklahoma,"Chickasha, OK",16276
South,Kentucky,"Fort Thomas, KY",16263
South,Texas,"Mount Pleasant, TX",16257
South,Florida,"New Port Richey, FL",16256
South,Georgia,"Winder, GA",16244
Midwest,Minnesota,"Buffalo, MN",16201
Pacific,California,"Laguna Woods, CA",16200
Midwest,Ohio,"Fremont, OH",16193
Midwest,Illinois,"Prospect Heights, IL",16180
Midwest,Indiana,"Crawfordsville, IN",16174
Mountain,Arizona,"Douglas, AZ",16165
South,Texas,"Buda, TX",16163
Midwest,Missouri,"Sikeston, MO",16155
Mountain,Arizona,"Somerton, AZ",16120
Midwest,Wisconsin,"Kaukauna, WI",16086
South,Florida,"Lake Wales, FL",16066
South,Texas,"Boerne, TX",16056
Northeast,Massachusetts,"Easthampton Town, MA",16050
South,Maryland,"Aberdeen, MD",16049
Midwest,Minnesota,"Hibbing, MN",16041
Pacific,California,"Ukiah, CA",16036
South,Texas,"Sulphur Springs, TX",16029
South,Georgia,"Conyers, GA",16015
Northeast,New York,"Rye, NY",16009
South,Texas,"Humble, TX",15997
Midwest,Iowa,"Indianola, IA",15990
Midwest,Ohio,"Aurora, OH",15982
South,Mississippi,"Hernando, MS",15981
South,North Carolina,"Albemarle, NC",15977
South,Florida,"Auburndale, FL",15973
Mountain,Nevada,"Boulder City, NV",15971
Midwest,Michigan,"Grandville, MI",15970
Midwest,Indiana,"Lebanon, IN",15959
Midwest,Missouri,"Lake St. Louis, MO",15936
South,Kentucky,"Shelbyville, KY",15872
Midwest,Indiana,"Frankfort, IN",15827
South,Texas,"Live Oak, TX",15820
Pacific,California,"Fillmore, CA",15812
South,Georgia,"Dublin, GA",15811
South,Kentucky,"Shively, KY",15800
Mountain,Utah,"Heber, UT",15792
South,Texas,"Groves, TX",15769
Northeast,New Jersey,"Asbury Park, NJ",15767
South,Mississippi,"Clarksdale, MS",15732
Pacific,California,"La Palma, CA",15722
Mountain,Colorado,"Greenwood Village, CO",15721
Pacific,Washington,"Washougal, WA",15711
Midwest,Missouri,"Overland, MO",15708
Pacific,California,"Pacific Grove, CA",15698
Pacific,California,"Ripon, CA",15677
Pacific,Oregon,"The Dalles, OR",15646
South,Mississippi,"Long Beach, MS",15642
South,North Carolina,"Mount Holly, NC",15635
Northeast,Pennsylvania,"Hermitage, PA",15635
South,West Virginia,"Clarksburg, WV",15621
South,Texas,"West University Place, TX",15608
Midwest,South Dakota,"Mitchell, SD",15603
South,Kentucky,"Berea, KY",15597
Midwest,Ohio,"Middleburg Heights, OH",15587
Midwest,Ohio,"Pataskala, OH",15566
Midwest,Indiana,"New Haven, IN",15560
Midwest,Michigan,"Grosse Pointe Woods, MI",15560
Mountain,Idaho,"Ammon, ID",15540
South,Georgia,"Fairburn, GA",15520
Midwest,Indiana,"Jasper, IN",15519
Midwest,Michigan,"Traverse City, MI",15515
Midwest,Wisconsin,"River Falls, WI",15510
South,Tennessee,"Dickson, TN",15509
South,Alabama,"Hueytown, AL",15460
Northeast,Vermont,"Rutland, VT",15440
South,Alabama,"Talladega, AL",15426
South,Georgia,"Americus, GA",15400
South,Texas,"Crowley, TX",15389
Midwest,North Dakota,"Jamestown, ND",15387
South,Alabama,"Cullman, AL",15385
Midwest,Minnesota,"Bemidji, MN",15366
South,Georgia,"Villa Rica, GA",15345
Midwest,Kansas,"Great Bend, KS",15344
Midwest,Ohio,"Bay Village, OH",15344
Midwest,Michigan,"Berkley, MI",15331
Pacific,California,"Susanville, CA",15326
South,Alabama,"Millbrook, AL",15318
South,Texas,"Canyon, TX",15306
Pacific,California,"Parlier, CA",15250
South,Florida,"Niceville, FL",15249
South,Florida,"Zephyrhills, FL",15247
Midwest,Illinois,"Dixon, IL",15202
South,North Carolina,"Laurinburg, NC",15156
South,Texas,"Lakeway, TX",15154
South,Florida,"West Park, FL",15153
South,Florida,"Callaway, FL",15144
Midwest,Iowa,"Newton, IA",15109
Pacific,California,"McFarland, CA",15093
Pacific,California,"Clearlake, CA",15066
Midwest,Wisconsin,"Hartford, WI",15064
South,Florida,"Longwood, FL",15061
Midwest,Ohio,"Vandalia, OH",15053
South,Georgia,"Powder Springs, GA",15052
South,North Carolina,"Eden, NC",15041
South,Kentucky,"Newport, KY",15033
South,Virginia,"Williamsburg, VA",15031
South,North Carolina,"Mebane, NC",14973
South,Texas,"Mineral Wells, TX",14962
South,Georgia,"College Park, GA",14959
Midwest,Illinois,"Mount Vernon, IL",14956
Northeast,New York,"Gloversville, NY",14951
Pacific,California,"Kerman, CA",14932
Midwest,Missouri,"Jackson, MO",14932
South,Texas,"Jacksonville, TX",14910
Northeast,New York,"Tonawanda, NY",14904
South,Texas,"Hereford, TX",14888
South,Mississippi,"Natchez, MS",14886
Midwest,Nebraska,"Scottsbluff, NE",14874
Mountain,Idaho,"Chubbuck, ID",14869
South,Georgia,"Buford, GA",14868
South,North Carolina,"Henderson, NC",14852
Midwest,Minnesota,"Hugo, MN",14828
South,North Carolina,"Graham, NC",14814
Midwest,Indiana,"Beech Grove, IN",14795
South,North Carolina,"Roanoke Rapids, NC",14787
South,Texas,"Dumas, TX",14785
South,Texas,"Kilgore, TX",14782
Midwest,Illinois,"Sterling, IL",14766
Midwest,Indiana,"Warsaw, IN",14748
South,Louisiana,"Thibodaux, LA",14713
Mountain,Idaho,"Hayden, ID",14693
Midwest,Missouri,"Jennings, MO",14674
Northeast,New York,"Batavia, NY",14661
Midwest,Illinois,"Morris, IL",14651
Midwest,Ohio,"Worthington, OH",14646
South,Mississippi,"Corinth, MS",14643
South,Florida,"Oldsmar, FL",14617
Midwest,Missouri,"Lebanon, MO",14611
Midwest,Michigan,"Fraser, MI",14608
Pacific,Washington,"West Richland, WA",14596
South,Alabama,"Alexander City, AL",14595
South,Virginia,"Falls Church, VA",14583
South,Alabama,"Saraland, AL",14576
South,Kentucky,"Mount Washington, KY",14554
Midwest,Minnesota,"Robbinsdale, MN",14544
Midwest,Wisconsin,"Whitewater, WI",14540
Midwest,Michigan,"Owosso, MI",14539
South,Texas,"Rio Grande City, TX",14518
Midwest,South Dakota,"Yankton, SD",14516
South,Alabama,"Scottsboro, AL",14484
Midwest,Wisconsin,"Pewaukee, WI",14476
Pacific,California,"Hawaiian Gardens, CA",14450
Northeast,New York,"Glens Falls, NY",14439
